epoch,train_logloss,train_error,train_auc,val_logloss,val_error,val_auc
1,0.6515364033541108,0.0556917987909205,0.9908405866519951,0.6518727117742708,0.06350337905272463,0.988776726985989
2,0.6137666324502191,0.052426713813163,0.992287200487166,0.6144314486094791,0.05982491659300237,0.9899924588378232
3,0.5791844926069981,0.0488978555948443,0.9930004221740779,0.5802180407092754,0.05594684764321765,0.9905806021558148
4,0.5477174746381036,0.04884082354283107,0.9930583554368596,0.5490642731178647,0.05646012147480681,0.9907105188738531
5,0.5189832023431937,0.0488978555948443,0.9931785672669174,0.5206296054551883,0.05580427157888734,0.9907874136656631
6,0.492229426326193,0.04807089084065245,0.9934415051243521,0.4942825252359718,0.05580427157888734,0.9909680181406846
7,0.4675649222667682,0.04683044370936466,0.9936504789549366,0.46998098847592007,0.05503436083150361,0.9911253781803055
8,0.4447847546751872,0.04618883312421581,0.9937079386542277,0.447481871739864,0.05477772391570903,0.9912113234889247
9,0.4238692776677025,0.04562564161058515,0.9938544545923337,0.42675431318437274,0.05380820667826285,0.9913473879748389
10,0.40440099664521967,0.04574683472111327,0.993859783496732,0.40757111063678364,0.05380820667826285,0.9913410681367942
11,0.38612863796412455,0.04536899737652561,0.9939292934053964,0.38956843503387856,0.05360860018820041,0.9914219242831407
12,0.3692329635267228,0.04545454545454546,0.9943311666780762,0.372908093622234,0.05349453933673615,0.992104627640155
13,0.35339350747846443,0.04545454545454546,0.9943674615612805,0.3573658994068564,0.05346602412387008,0.9921231420162434
14,0.33871111425675143,0.04519790122048591,0.9943998512699684,0.342925237799096,0.05352305454960221,0.9921461264760628
15,0.3247619955821189,0.0448129348693966,0.9945150599970223,0.3292531552272675,0.05303829593087912,0.9922630668589862
16,0.3118276370850106,0.04465609672636021,0.9945337367051521,0.31659452663950993,0.0525820525250221,0.9922718704925098
17,0.2995799006881483,0.04412142123873617,0.9946621722440312,0.30462657813617083,0.05241096124782572,0.9923654654423251
18,0.28813281024621257,0.04385051899167332,0.994685889580191,0.2934274587868087,0.05238244603495965,0.9923839480228389
19,0.2773687453657725,0.04376497091365347,0.9947222589289455,0.28287041817597547,0.05232541560922752,0.9924102635366854
20,0.2673308581945175,0.04361526177711874,0.9947377705589447,0.27303814387584235,0.05223986997062933,0.992420621412711
21,0.2578765562285824,0.04365803581612866,0.9947643393294818,0.26379715102821427,0.05241096124782572,0.9924462710898176
22,0.24903730072146527,0.04361526177711874,0.9947746301879459,0.25517848875168475,0.05238244603495965,0.9924455510135681
23,0.2405109676777096,0.04328732747804266,0.9948487535706055,0.24696014446631487,0.05238244603495965,0.9924853871279544
