epoch,train_score,val_score
1,0.9075069130216189,0.9218398015341185
2,0.9198351349086643,0.9308791240126607
3,0.9212858220211161,0.9325330063588925
4,0.9220975783475783,0.9320767629530354
5,0.9233911513323279,0.9326185519974907
6,0.9226527149321267,0.932789643274687
7,0.9226422406569466,0.9330747954033477
8,0.9230455002513827,0.9331318258290798
9,0.9230455002513827,0.9331318258290798
10,0.9230455002513827,0.9331318258290798
11,0.9230455002513827,0.9331318258290798
12,0.9230455002513827,0.9331318258290798
13,0.9230455002513827,0.9331318258290798
14,0.9230455002513827,0.9331318258290798
15,0.9230455002513827,0.9331318258290798
16,0.9230455002513827,0.9331318258290798
17,0.9230455002513827,0.9331318258290798
18,0.9230455002513827,0.9331318258290798
19,0.9230455002513827,0.9331318258290798
20,0.9230455002513827,0.9331318258290798
21,0.9230455002513827,0.9331318258290798
22,0.9230455002513827,0.9331318258290798
23,0.9230455002513827,0.9331318258290798
24,0.9230455002513827,0.9331318258290798
25,0.9230455002513827,0.9331318258290798
26,0.9230455002513827,0.9331318258290798
27,0.9230455002513827,0.9331318258290798
28,0.9230455002513827,0.9331318258290798
29,0.9230455002513827,0.9331318258290798
30,0.9230455002513827,0.9331318258290798
31,0.9230455002513827,0.9331318258290798
32,0.9230455002513827,0.9331318258290798
33,0.9230455002513827,0.9331318258290798
34,0.9230455002513827,0.9331318258290798
35,0.9230455002513827,0.9331318258290798
36,0.9230455002513827,0.9331318258290798
37,0.9230455002513827,0.9331318258290798
38,0.9230455002513827,0.9331318258290798
39,0.9230455002513827,0.9331318258290798
40,0.9230455002513827,0.9331318258290798
41,0.9230455002513827,0.9331318258290798
42,0.9230455002513827,0.9331318258290798
43,0.9230455002513827,0.9331318258290798
44,0.9230455002513827,0.9331318258290798
45,0.9230455002513827,0.9331318258290798
46,0.9230455002513827,0.9331318258290798
47,0.9230455002513827,0.9331318258290798
48,0.9230455002513827,0.9331318258290798
49,0.9230455002513827,0.9331318258290798
50,0.9230455002513827,0.9331318258290798
51,0.9230455002513827,0.9331318258290798
52,0.9230455002513827,0.9331318258290798
53,0.9230455002513827,0.9331318258290798
54,0.9230455002513827,0.9331318258290798
55,0.9230455002513827,0.9331318258290798
56,0.9230455002513827,0.9331318258290798
57,0.9230455002513827,0.9331318258290798
58,0.9230455002513827,0.9331318258290798
59,0.9230455002513827,0.9331318258290798
60,0.9230455002513827,0.9331318258290798
61,0.9230455002513827,0.9331318258290798
62,0.9230455002513827,0.9331318258290798
63,0.9230455002513827,0.9331318258290798
64,0.9230455002513827,0.9331318258290798
65,0.9230455002513827,0.9331318258290798
66,0.9230455002513827,0.9331318258290798
67,0.9230455002513827,0.9331318258290798
68,0.9230455002513827,0.9331318258290798
69,0.9230455002513827,0.9331318258290798
70,0.9230455002513827,0.9331318258290798
71,0.9230455002513827,0.9331318258290798
72,0.9230455002513827,0.9331318258290798
73,0.9230455002513827,0.9331318258290798
74,0.9230455002513827,0.9331318258290798
75,0.9230455002513827,0.9331318258290798
76,0.9230455002513827,0.9331318258290798
77,0.9230455002513827,0.9331318258290798
78,0.9230455002513827,0.9331318258290798
79,0.9230455002513827,0.9331318258290798
80,0.9230455002513827,0.9331318258290798
81,0.9230455002513827,0.9331318258290798
82,0.9230455002513827,0.9331318258290798
83,0.9230455002513827,0.9331318258290798
84,0.9230455002513827,0.9331318258290798
85,0.9230455002513827,0.9331318258290798
86,0.9230455002513827,0.9331318258290798
87,0.9230455002513827,0.9331318258290798
88,0.9230455002513827,0.9331318258290798
89,0.9230455002513827,0.9331318258290798
90,0.9230455002513827,0.9331318258290798
91,0.9230455002513827,0.9331318258290798
92,0.9230455002513827,0.9331318258290798
93,0.9230455002513827,0.9331318258290798
94,0.9230455002513827,0.9331318258290798
95,0.9230455002513827,0.9331318258290798
96,0.9230455002513827,0.9331318258290798
97,0.9230455002513827,0.9331318258290798
98,0.9230455002513827,0.9331318258290798
99,0.9230455002513827,0.9331318258290798
100,0.9230455002513827,0.9331318258290798
