epoch,train_mlogloss,train_merror,train_auc,val_mlogloss,val_merror,val_auc
1,2.133094997528408,0.19553571428571428,0.9711709771493232,2.124431973490269,0.21614531352476546,0.9698140093614309
2,1.9943919548975038,0.17698214285714287,0.9770828017268106,1.9834734066479927,0.20981493626849926,0.972448538636011
3,1.8773038765202676,0.1735111607142857,0.9785279015116789,1.8650693408899492,0.20630756508597337,0.9734064004605003
4,1.7780816327083324,0.17043303571428572,0.9791869313737865,1.7635789950480192,0.20473922837833985,0.9739880769650742
5,1.6892167923149786,0.1680825892857143,0.9799639955135699,1.6749273409280931,0.20431150018534888,0.9742974615920639
6,1.6093960673135839,0.16670758928571427,0.9804802356012391,1.5959139217577512,0.2042259545467507,0.9745858915885949
7,1.5377020495943725,0.16462723214285716,0.9809620746610819,1.5246648779274097,0.20288573954204567,0.9748950476053742
8,1.4722103308340801,0.163671875,0.9812901316144947,1.4603005028820693,0.20225840485899227,0.9750382663292883
9,1.411914789052414,0.162375,0.9816292856091005,1.4014374843298167,0.20163107017593887,0.9751820266240858
10,1.3569225959788476,0.1613125,0.9818702529955667,1.3478401727164324,0.20114631155721577,0.9752734736789529
11,1.306023999966548,0.16041517857142856,0.9821728675312897,1.298420601843387,0.20097522028001938,0.9753686362960762
12,1.2599247526913615,0.15975,0.9823194153247236,1.2528692010433504,0.20083264421568908,0.9754635076973425
13,1.2156258321332611,0.15902455357142858,0.9825543352676357,1.2100828097688485,0.20023382474550172,0.9755029980505555
14,1.1746788769569247,0.15812276785714285,0.9827340632529054,1.1705697829581472,0.19994867261684107,0.9755359489918194
15,1.1368736260327112,0.15778794642857144,0.982895882125474,1.1337880601582166,0.19966352048818045,0.9756098318812282
16,1.1014527257698188,0.15748214285714285,0.9830151836646117,1.0993485769987847,0.1996350052753144,0.9756077960128909
17,1.0684523368835714,0.157125,0.9831007594461937,1.067176666536195,0.19966352048818045,0.9756455039691833
18,1.0370745459635342,0.1568392857142857,0.9831953443600747,1.0368503667374884,0.1989791553793949,0.9756588225094126
19,1.007461289537006,0.15631473214285715,0.9833006260020284,1.0084500889900647,0.19895064016652883,0.9757277297179653
20,0.9794770022675927,0.15567857142857142,0.9834251736747759,0.9817488792804722,0.19880806410219853,0.9757437882925605
21,0.9532334885183456,0.1553013392857143,0.9835213585789133,0.9565063551339823,0.19857994239927002,0.9757970551491623
22,0.9284104839813496,0.15471205357142856,0.9836315909027998,0.9329609269833264,0.19832330548347543,0.975822321850147
23,0.9047025766004143,0.15413839285714287,0.983751422863742,0.9107304061426912,0.19823775984487724,0.9758316060015089
24,0.8826291385571073,0.15391294642857142,0.9838170271200927,0.8895926327163403,0.19803815335481478,0.9758738976171204
25,0.8615001061888677,0.15364955357142857,0.9839054445518443,0.869686038518109,0.19778151643902023,0.9758800225791654
26,0.8412051249593496,0.15323660714285714,0.9840026660433054,0.8508697178567145,0.19746784909749351,0.975896543172817
27,0.8219893659156348,0.15282142857142858,0.9840990044930732,0.8329566227949193,0.1971541817559668,0.9759216612755576
28,0.8036333852079697,0.15231919642857142,0.9841901697469353,0.8160502163767084,0.19689754484017225,0.9759274833696813
29,0.7860268217283967,0.15216964285714285,0.9843065142863786,0.7999211962184845,0.19666942313724373,0.9759301393945222
30,0.7696316259139484,0.15185714285714286,0.9843933140816548,0.7847155909626786,0.1964413014343152,0.9759605375861935
31,0.7536623673975201,0.15131696428571428,0.9844982997847574,0.7700818710382012,0.19632724058285095,0.9759984139314068
32,0.738892729828999,0.15105803571428572,0.9845626004658048,0.7563503379210791,0.19658387749864553,0.9760399860968507
33,0.7243609029538264,0.15054017857142857,0.984651654919129,0.743172611882,0.19632724058285095,0.9760703091723105
34,0.7110481646735487,0.15028571428571427,0.9847292700610517,0.730931135123251,0.1962131797313867,0.9760785741172218
35,0.6983775306629749,0.14994866071428573,0.9847873058666826,0.71910450324782,0.19575693632552968,0.9761038529959473
36,0.6862205166529997,0.14965848214285715,0.984849146094636,0.7078703103615765,0.19575693632552968,0.9761236592762217
37,0.674775075367153,0.14935491071428572,0.9849083595493862,0.6973975423141652,0.19578545153839574,0.9761337588028413
38,0.6635859819157381,0.14905580357142856,0.9849566674472523,0.6872514855036829,0.19578545153839574,0.9761515037126294
39,0.6528255618301088,0.14871651785714285,0.9850229949300683,0.677647092076961,0.19530069291967264,0.976173600520059
40,0.6424471756324638,0.14840401785714286,0.9850921006446199,0.668379409510479,0.195015540791012,0.9762027108585661
41,0.6328154441130547,0.14801785714285715,0.9851571652837566,0.6596869341341803,0.19484444951381563,0.9762317425033942
42,0.6234947064690558,0.14770758928571429,0.9852211176076875,0.6513106927057679,0.1947018734494853,0.9762507557090924
43,0.6144646000458992,0.14751116071428572,0.9852797561472505,0.6433306920054722,0.1946163278108871,0.9762686368004296
44,0.6059888020378005,0.14727901785714287,0.9853302636580349,0.6358840844828625,0.19427414525649433,0.9762772363422717
45,0.5977325235350124,0.14696428571428571,0.9853958800992727,0.6287253204734302,0.19401750834069975,0.9762819484032573
46,0.5898879009373819,0.14658705357142857,0.9854575385393415,0.6219247516636948,0.1938464170635034,0.976288159828507
47,0.5821483535657171,0.146140625,0.9855215693259727,0.6152596544917226,0.193675325786307,0.9763127749624629
48,0.5749710994572046,0.1459888392857143,0.9855756876184718,0.6089844439180724,0.19341868887051242,0.9763245530693768
49,0.5681795629457005,0.1457142857142857,0.9856233783969318,0.6031304756881349,0.19341868887051242,0.9763393326142209
50,0.5615958037903765,0.14542857142857143,0.9856769617861795,0.5975553287410573,0.1933616584447803,0.976348316714899
51,0.5551348826285518,0.14506026785714285,0.9857373236983595,0.5921834723077398,0.19324759759331603,0.9763523666309073
52,0.54927176980799,0.14480357142857142,0.9857823766259434,0.5870657793765582,0.1931905671675839,0.9763610214998363
53,0.5434801159293025,0.144515625,0.9858313393549153,0.5821293413799684,0.19296244546465538,0.9763852090282705
54,0.5377531869708327,0.1441674107142857,0.9858821302902673,0.5774465750673121,0.1927343237617269,0.9763906498071319
55,0.5320228854882298,0.1439174107142857,0.9859497778015829,0.5729153026207134,0.19233511078160198,0.9763875274054613
56,0.5268423122709085,0.14354464285714286,0.9859975140865266,0.5686392234744295,0.19219253471727166,0.9763975348650976
57,0.5217157497370914,0.14330133928571429,0.986053978063882,0.564525344758829,0.1921640195044056,0.9764024232463625
58,0.517063082376312,0.14308705357142856,0.9861040466585398,0.5605706339365535,0.19204995865294133,0.9764139160643116
59,0.5124506836901086,0.14277008928571427,0.9861451420001593,0.556800318184858,0.19182183695001284,0.9764286952701204
60,0.5081183942325214,0.1424888392857143,0.9861866647677952,0.5532128473058046,0.1918503521628789,0.9764455194075227
61,0.5038563086429577,0.14211383928571428,0.9862261682239628,0.549820894888044,0.19167926088568252,0.9764416208852577
62,0.49972444365456303,0.14193303571428573,0.9862771847900944,0.5465136980375792,0.19179332173714678,0.9764495460352732
63,0.4958085270149334,0.1416450892857143,0.9863226510682397,0.5434097800334892,0.19139410875702187,0.9764630960048122
64,0.49189683235050846,0.14144866071428572,0.9863745779135222,0.540361637105279,0.19108044141549516,0.9764805543417189
65,0.4882621140866956,0.1411294642857143,0.9864159056260849,0.537448899466444,0.19093786535116486,0.9764973082634014
66,0.4848408819802571,0.14093973214285715,0.986453636770789,0.5346072417452297,0.1907382588611024,0.9765243576197967
67,0.481598933466336,0.14072991071428573,0.9864855638818028,0.5319697509818706,0.1908238044997006,0.9765413644766088
68,0.47846563246930185,0.14053794642857143,0.9865267419765759,0.5293602116934764,0.19056716758390602,0.9765602419957164
69,0.4754177984826383,0.14027901785714286,0.9865681516949227,0.5269254975567107,0.19059568279677208,0.9765746872414703
70,0.47215267466680544,0.139984375,0.986619706870704,0.5245218857563644,0.19036756109384356,0.9765834863236972
71,0.46925439257984647,0.1397767857142857,0.9866621793647471,0.5222673365030609,0.19059568279677208,0.9766214345006337
72,0.4662415432831206,0.139515625,0.9867123528955853,0.5201517469163754,0.19028201545524537,0.9766360414349997
73,0.4633171529993498,0.13920089285714285,0.9867690811371748,0.5180002927809683,0.19022498502951324,0.9766649808671506
74,0.46052756607631457,0.13886830357142857,0.9868270610478891,0.5159731129442869,0.19019646981664717,0.9766916386397816
75,0.45796890722887057,0.1386763392857143,0.9868678934705392,0.5140864656669119,0.18993983290085262,0.9767136549515107
76,0.45556424542411694,0.13848214285714286,0.9869085782766883,0.512260288430328,0.18996834811371868,0.9767310401058146
77,0.4531129472102953,0.1382388392857143,0.9869449256007741,0.5105314477533506,0.18996834811371868,0.9767429748383641
78,0.45076272523564903,0.13806473214285714,0.9869873199587453,0.5088159358881792,0.1897117111979241,0.976755276788573
79,0.4485780452796649,0.13789732142857142,0.9870231875990955,0.5071461219203529,0.18985428726225442,0.9767657762792342
80,0.446038913453821,0.13763839285714285,0.9870709975801846,0.5056635087778278,0.18974022641079016,0.9767647033796174
81,0.4440493802169263,0.13745089285714285,0.9870992774433991,0.5042027855868937,0.18965468077219197,0.9767810510318129
82,0.44200853532735657,0.137203125,0.9871312369957749,0.5028275623335985,0.18951210470786164,0.9767897692502593
83,0.4400786048928151,0.13696651785714287,0.987164973205428,0.5014617259502445,0.18948358949499558,0.9768068558455033
84,0.43818067294455665,0.13675446428571428,0.9871935516537345,0.500109320264733,0.18945507428212952,0.9768254956249265
85,0.436307165797172,0.13650669642857144,0.9872306725409891,0.4987720232168515,0.1893124982177992,0.9768435215593461
86,0.43448485805371145,0.13644419642857142,0.9872593169847692,0.4975524960867743,0.18942655906926345,0.9768543041001503
87,0.43272845299460877,0.13610044642857144,0.9872919482228112,0.4963819893038402,0.1893124982177992,0.9768641125585347
88,0.43096776515852875,0.13596651785714287,0.9873268236142112,0.4952928031922439,0.18919843736633493,0.9768781250585424
89,0.4292682978729343,0.13574107142857142,0.9873568927071152,0.4942031045277506,0.18908437651487067,0.9768860655964732
90,0.4277503210344418,0.13563169642857142,0.9873841782121375,0.4931471805158359,0.18908437651487067,0.9769048740805041
91,0.42622121747427655,0.13541294642857143,0.9874133715571191,0.49208811287602444,0.18894180045054038,0.9769299753087872
92,0.4246232462427184,0.13512053571428573,0.9874381130033393,0.4911436803682541,0.18885625481194218,0.9769386644339195
93,0.4230094525699013,0.1349017857142857,0.987468455184971,0.490193557625536,0.188770709173344,0.9769482056810949
94,0.42159098141283696,0.13465625,0.9874966063788796,0.489279243362038,0.1885996178961476,0.9769494928311716
95,0.4202027469649121,0.13447991071428572,0.9875234997669314,0.4883572527521416,0.18874219396047792,0.9769594050162328
96,0.41885222328673366,0.1343080357142857,0.9875553388157019,0.48735693161907995,0.188770709173344,0.9769756244489343
97,0.4175957967758025,0.13414955357142858,0.987578327415276,0.4864725524606304,0.18845704183181727,0.9769877902002272
98,0.41623933362951254,0.13397767857142856,0.9876041875902379,0.4857487964538325,0.18879922438621005,0.9769896549504666
99,0.4151161533470357,0.13387276785714286,0.9876249296005837,0.4849510320117764,0.18888477002480825,0.9770025607824592
100,0.4140657030184999,0.13374330357142858,0.9876434853620811,0.48420885684702536,0.188770709173344,0.9770146868947871
101,0.41290625839941536,0.13358705357142858,0.9876667944917225,0.4835024672811648,0.18857110268328153,0.9770218217298752
102,0.4118891527659143,0.13341964285714286,0.9876910661997544,0.4828444418015828,0.18857110268328153,0.9770217943307944
103,0.41088047105939973,0.1332455357142857,0.9877040003271816,0.48221342713290877,0.18854258747041547,0.9770264665615384
104,0.40999417436355934,0.13307589285714286,0.9877190217157829,0.4816212350916738,0.18834298098035301,0.9770313225198388
105,0.4090324967503319,0.13299330357142858,0.9877384225858311,0.48096800621728236,0.18822892012888875,0.9770441784458304
106,0.4080493557245022,0.13283482142857142,0.9877572051462188,0.4804246580584231,0.18814337449029056,0.977047132229028
107,0.40700600466198167,0.13270089285714284,0.987777933474171,0.4798752637273571,0.18794376800022813,0.9770530177444534
108,0.40603060502577243,0.13256919642857143,0.9877957184294617,0.4793373694175154,0.1881148592774245,0.9770583241303024
109,0.4050963352535972,0.1324486607142857,0.9878144788012863,0.4787461660542532,0.18777267672303175,0.97706740217147
110,0.40420251341855745,0.13241964285714286,0.9878314647413328,0.47821932075118795,0.18768713108443355,0.9770735069626146
111,0.4034515516034215,0.132296875,0.9878494655949945,0.4777996697352061,0.1875730702329693,0.9770788276982902
