epoch,train_score,val_score
1,0.6356649937264742,0.6348341840371838
2,0.6660702064560283,0.6658017052097294
3,0.6726146344245466,0.669223530753657
4,0.6657280141439489,0.6608685733839003
5,0.671267252195734,0.6653454618038723
6,0.670319094331014,0.6657446747839972
7,0.6718874757613779,0.6675696484074254
8,0.6732063419641838,0.6686817417092018
9,0.6729211817041177,0.6683680743676752
10,0.6727999885935896,0.6679973766004164
11,0.6747604653815444,0.6703641392682996
12,0.6744895631344816,0.6701645327782372
13,0.6748388844530626,0.6702785936297014
14,0.6748388844530626,0.6702785936297014
15,0.6748388844530626,0.6702785936297014
16,0.6748388844530626,0.6702785936297014
17,0.6748388844530626,0.6702785936297014
18,0.6748388844530626,0.6702785936297014
19,0.6748388844530626,0.6702785936297014
20,0.6748388844530626,0.6702785936297014
21,0.6748388844530626,0.6702785936297014
22,0.6748388844530626,0.6702785936297014
23,0.6748388844530626,0.6702785936297014
24,0.6748388844530626,0.6702785936297014
25,0.6748388844530626,0.6702785936297014
26,0.6748388844530626,0.6702785936297014
27,0.6748388844530626,0.6702785936297014
28,0.6748388844530626,0.6702785936297014
29,0.6748388844530626,0.6702785936297014
30,0.6748388844530626,0.6702785936297014
31,0.6748388844530626,0.6702785936297014
32,0.6748388844530626,0.6702785936297014
33,0.6748388844530626,0.6702785936297014
34,0.6748388844530626,0.6702785936297014
35,0.6748388844530626,0.6702785936297014
36,0.6748388844530626,0.6702785936297014
37,0.6748388844530626,0.6702785936297014
38,0.6748388844530626,0.6702785936297014
39,0.6748388844530626,0.6702785936297014
40,0.6748388844530626,0.6702785936297014
41,0.6748388844530626,0.6702785936297014
42,0.6748388844530626,0.6702785936297014
43,0.6748388844530626,0.6702785936297014
44,0.6748388844530626,0.6702785936297014
45,0.6748388844530626,0.6702785936297014
46,0.6748388844530626,0.6702785936297014
47,0.6748388844530626,0.6702785936297014
48,0.6748388844530626,0.6702785936297014
49,0.6748388844530626,0.6702785936297014
50,0.6748388844530626,0.6702785936297014
51,0.6748388844530626,0.6702785936297014
52,0.6748388844530626,0.6702785936297014
53,0.6748388844530626,0.6702785936297014
54,0.6748388844530626,0.6702785936297014
55,0.6748388844530626,0.6702785936297014
56,0.6748388844530626,0.6702785936297014
57,0.6748388844530626,0.6702785936297014
58,0.6748388844530626,0.6702785936297014
59,0.6748388844530626,0.6702785936297014
60,0.6748388844530626,0.6702785936297014
61,0.6748388844530626,0.6702785936297014
62,0.6748388844530626,0.6702785936297014
63,0.6748388844530626,0.6702785936297014
64,0.6748388844530626,0.6702785936297014
65,0.6748388844530626,0.6702785936297014
66,0.6748388844530626,0.6702785936297014
67,0.6748388844530626,0.6702785936297014
68,0.6748388844530626,0.6702785936297014
69,0.6748388844530626,0.6702785936297014
70,0.6748388844530626,0.6702785936297014
71,0.6748388844530626,0.6702785936297014
72,0.6748388844530626,0.6702785936297014
73,0.6748388844530626,0.6702785936297014
74,0.6748388844530626,0.6702785936297014
75,0.6748388844530626,0.6702785936297014
76,0.6748388844530626,0.6702785936297014
77,0.6748388844530626,0.6702785936297014
78,0.6748388844530626,0.6702785936297014
79,0.6748388844530626,0.6702785936297014
80,0.6748388844530626,0.6702785936297014
81,0.6748388844530626,0.6702785936297014
82,0.6748388844530626,0.6702785936297014
83,0.6748388844530626,0.6702785936297014
84,0.6748388844530626,0.6702785936297014
85,0.6748388844530626,0.6702785936297014
86,0.6748388844530626,0.6702785936297014
87,0.6748388844530626,0.6702785936297014
88,0.6748388844530626,0.6702785936297014
89,0.6748388844530626,0.6702785936297014
90,0.6748388844530626,0.6702785936297014
91,0.6748388844530626,0.6702785936297014
92,0.6748388844530626,0.6702785936297014
93,0.6748388844530626,0.6702785936297014
94,0.6748388844530626,0.6702785936297014
95,0.6748388844530626,0.6702785936297014
96,0.6748388844530626,0.6702785936297014
97,0.6748388844530626,0.6702785936297014
98,0.6748388844530626,0.6702785936297014
99,0.6748388844530626,0.6702785936297014
100,0.6748388844530626,0.6702785936297014
